merchant_name,category,brand
POS UPI TRANSFER TO FRIEND BANGALORE,Transfers,UPI TRANSFER TO FRIEND
CONSULTANCY FEE RECEIVED ONLINE PAYMENT,Income,CONSULTANCY FEE RECEIVED
swiggy payment,Food,SWIGGY
IKEA PURCHASE 926093073,Shopping,IKEA
NEFT CR-CDM CASH DEPOSIT-140275218,Cash,CDM CASH DEPOSIT
SWIGGY,Food,SWIGGY
AMUSEMENT PARK TICKET*756729233,Entertainment,AMUSEMENT PARK TICKET
IMPS/194188663/UNACADEMY,Education,UNACADEMY
POS GYM MEMBERSHIP FEE DELHI,Health,GYM MEMBERSHIP FEE
PRACTO PURCHASE 399604609,Health,PRACTO
WATER BOARD BILL 21FEB,Utilities,WATER BOARD BILL
IMPS/719136728/AMUSEMENT PARK TICKET,Entertainment,AMUSEMENT PARK TICKET
BIL/ATM WITHDRAWAL SBI/161824924,Cash,ATM WITHDRAWAL SBI
APOLLO HEALTH SERVICES,Health,APOLLOHEALTHSERVICES
KUVERA INVESTMENT ONLINE PAYMENT,Investment,KUVERA INVESTMENT
ZOLO STAYS RENT*292351820,Rent,ZOLO STAYS RENT
POS/UDEMY/868258569,Education,UDEMY
AJIO PURCHASE 791851361,Shopping,AJIO
NYKAA,Shopping,NYKAA
SMS CHARGE PURCHASE 457304940,Other,SMS CHARGE
BIL/CASH WITHDRAWAL KOTAK/723561018,Cash,CASH WITHDRAWAL KOTAK
IMPS/801726890/FRESHMENU,Food,FRESHMENU
YOUTUBE PREMIUM 27DEC,Subscriptions,YOUTUBE PREMIUM
CDSL DEPOSITORY 13AUG,Investment,CDSL DEPOSITORY
FAASOS*766430218,Food,FAASOS
BIL/STEAM GAMES PURCHASE/138636619,Entertainment,STEAM GAMES PURCHASE
VEDANTU SI,Education,VEDANTU
AIRTEL 01OCT,Utilities,AIRTEL
UPI-TATA POWER-969740383@paytm,Utilities,TATA POWER
NEFT CR-1MG-404476600,Health,1MG
NEFT CR-NESTAWAY RENT-673627381,Rent,NESTAWAY RENT
UPI/PHYSICS WALLAH/184986962,Education,PHYSICS WALLAH
GYM APP SUBSCRIPTION PURCHASE 720073011,Subscriptions,GYM APP SUBSCRIPTION
POS REIMBURSEMENT CREDIT DELHI,Income,REIMBURSEMENT CREDIT
UPI-FREELANCE PAYMENT RECEIVED-362458848@ybl,Income,FREELANCE PAYMENT RECEIVED
POS FRESHMENU BANGALORE,Food,FRESHMENU
BIL/ANNUAL MAINTENANCE CHARGE/975580042,Other,ANNUAL MAINTENANCE CHARGE
VI VODAFONE IDEA 15AUG,Utilities,VI VODAFONE IDEA
POS/CONCERT TICKET BOOKING/145059179,Entertainment,CONCERT TICKET BOOKING
IMPS/763834967/RELIANCE DIGITAL,Shopping,RELIANCE DIGITAL
UPI/APOLLO HOSPITAL/967328764,Health,APOLLO HOSPITAL
Cash Withdrawal Axis Bank,Cash,CASH WITHDRAWAL AXIS BANK
NEFT CR-REFUND CREDIT-799591841,Income,REFUND CREDIT
BIL/VEDANTU/324010369,Education,VEDANTU
UPI-CONCERT TICKET BOOKING-460936142@oksbi,Entertainment,CONCERT TICKET BOOKING
FABINDIA PURCHASE 263162642,Shopping,FABINDIA
MUTUAL FUND SIP PURCHASE 775573615,Investment,MUTUAL FUND SIP
POS/AMUSEMENT PARK TICKET/608124995,Entertainment,AMUSEMENT PARK TICKET
MONEY TRANSFER NEFT,Transfers,MONEYTRANSFERNEFT
RENT SPLIT TRANSFER*371418117,Transfers,RENT SPLIT TRANSFER
POS/RELIANCE DIGITAL/702549133,Shopping,RELIANCE DIGITAL
BOOKMYSHOW*774430898,Entertainment,BOOKMYSHOW
BIL/BOUNCE SCOOTER/547601168,Transport,BOUNCE SCOOTER
POS MOJO PIZZA HYDERABAD,Food,MOJO PIZZA
TATA 1MG PHARMACY,Health,1MG
NEFT CR-CULT FIT-602803298,Health,CULT FIT
POS/DIVIDEND CREDIT/782043247,Income,DIVIDEND CREDIT
ANNUAL MAINTENANCE CHARGE*488532937,Other,ANNUAL MAINTENANCE CHARGE
BIL/CASHBACK CREDIT/274574609,Income,CASHBACK CREDIT
RTGS TRANSFER*369156658,Transfers,RTGS TRANSFER
REIMBURSEMENT CREDIT PURCHASE 976242839,Income,REIMBURSEMENT CREDIT
IMPS/170558348/FREELANCE PAYMENT RECEIVED,Income,FREELANCE PAYMENT RECEIVED
ADOBE CREATIVE CLOUD SI,Subscriptions,ADOBE CREATIVE CLOUD
IMPS/737189607/BOOKMYSHOW,Entertainment,BOOKMYSHOW
NEFT CR-ACT FIBERNET BROADBAND-420336702,Utilities,ACT FIBERNET BROADBAND
UPI/LIFESTYLE/638843355,Shopping,LIFESTYLE
IMPS/401365060/STEAM GAMES PURCHASE,Entertainment,STEAM GAMES PURCHASE
TUITION FEES 03SEP,Education,TUITION FEES
UPI/AJIO/317270101,Shopping,AJIO
NEFT DR-RENT SPLIT TRANSFER,Transfers,RENT SPLIT TRANSFER
SALARY CREDIT 16JUL,Income,SALARY CREDIT
BANK SERVICE CHARGE PURCHASE 728166974,Other,BANK SERVICE CHARGE
UPI/JIO/264685524,Utilities,JIO
POS/WESTSIDE/502720908,Shopping,WESTSIDE
FREELANCE PAYMENT RECEIVED SI,Income,FREELANCE PAYMENT RECEIVED
UPI/BOOKMYSHOW/394453633,Entertainment,BOOKMYSHOW
BIL/CULT FIT/149849765,Health,CULT FIT
POS/TORRENT POWER/223167705,Utilities,TORRENT POWER
POS/AUDIBLE/477705443,Subscriptions,AUDIBLE
EPIC GAMES STORE,Entertainment,EPICGAMESSTORE
PG RENT PAYMENT 14SEP,Rent,PG RENT PAYMENT
POS/REFUND CREDIT/553356002,Income,REFUND CREDIT
NEFT CR-TUITION FEES-379400832,Education,TUITION FEES
FABINDIA PURCHASE 543352165,Shopping,FABINDIA
BIL/AXIS MUTUAL FUND/816145000,Investment,AXIS MUTUAL FUND
TATA AIA LIFE*333988312,Insurance,TATA AIA LIFE
BIL/INOX MOVIES/782144873,Entertainment,INOX MOVIES
NETMEDS ONLINE PAYMENT,Health,NETMEDS
UPI/SWIGGY/846891707,Food,SWIGGY
ATM FEE CHARGE PURCHASE 587145024,Other,ATM FEE CHARGE
POS/ZEPTO/407699378,Shopping,ZEPTO
Rapido,Transport,RAPIDO
POS ATM WITHDRAWAL SBI KOLKATA,Cash,ATM WITHDRAWAL SBI
BOOKMYSHOW PURCHASE 568464025,Entertainment,BOOKMYSHOW
BEHROUZ BIRYANI*961393416,Food,BEHROUZ BIRYANI
BIL/ICICI PRUDENTIAL LIFE/217815720,Insurance,ICICI PRUDENTIAL LIFE
NEFT CR-ATM WITHDRAWAL ICICI-374979435,Cash,ATM WITHDRAWAL ICICI
NEFT DR-PANTALOONS,Shopping,PANTALOONS
INDIAN RAILWAYS 10AUG,Transport,INDIAN RAILWAYS
IMPS/632331787/AXIS MUTUAL FUND,Investment,AXIS MUTUAL FUND
IMPS/897934848/ACT FIBERNET BROADBAND,Utilities,ACT FIBERNET BROADBAND
APPLE TV PLUS INDIA,Entertainment,APPLETVPLUSINDIA
UPI-BSNL-979315574@ybl,Utilities,BSNL
LIC PREMIUM PAYMENT ONLINE PAYMENT,Insurance,LIC PREMIUM PAYMENT
POS/CDM CASH DEPOSIT/568301555,Cash,CDM CASH DEPOSIT
IMPS/998651200/OLA,Transport,OLA
BIL/SMS CHARGE/585428584,Other,SMS CHARGE
NEFT CR-CONSULTANCY FEE RECEIVED-163884670,Income,CONSULTANCY FEE RECEIVED
POS HALDIRAMS PUNE,Food,HALDIRAMS
SHOPPERS STOP 28JUL,Shopping,SHOPPERS STOP
SBI LIFE INSURANCE*221142507,Insurance,SBI LIFE INSURANCE
Neft Transfer,Transfers,NEFT TRANSFER
refund credit payment,Income,REFUND CREDIT
CDM CASH DEPOSIT*547743639,Cash,CDM CASH DEPOSIT
IMPS/751816805/MISCELLANEOUS CHARGE,Other,MISCELLANEOUS CHARGE
DIGITAL NEWS PLAN,Subscriptions,DIGITALNEWSPLAN
MAX FASHION PURCHASE 459668515,Shopping,MAX FASHION
BOOKMYSHOW 06JUL,Entertainment,BOOKMYSHOW
GROWW 25NOV,Investment,GROWW
IMPS/107862802/CASHBACK CREDIT,Income,CASHBACK CREDIT
meesho payment,Shopping,MEESHO
ATM WITHDRAWAL HDFC PURCHASE 605777985,Cash,ATM WITHDRAWAL HDFC
POS/BAJAJ ALLIANZ INSURANCE/121274005,Insurance,BAJAJ ALLIANZ INSURANCE
POS SALARY CREDIT DELHI,Income,SALARY CREDIT
BARBEQUE NATION RESTAURANT,Food,BARBEQUE NATION
UPI/DELHI METRO/865900715,Transport,DELHI METRO
NEFT CR-BIGBASKET-401309071,Shopping,BIGBASKET
UPI-INOX MOVIES-559261608@okhdfcbank,Entertainment,INOX MOVIES
IMPS/674735990/AMUSEMENT PARK TICKET,Entertainment,AMUSEMENT PARK TICKET
BIL/JIO/697065054,Utilities,JIO
BIL/DIVIDEND CREDIT/768333823,Income,DIVIDEND CREDIT
PANTALOONS PURCHASE 405669440,Shopping,PANTALOONS
ATM WDL YES BANK,Cash,ATMWDLYESBANK
POS/ATM WITHDRAWAL SBI/423713330,Cash,ATM WITHDRAWAL SBI
CCD CAFE OUTLET,Food,CCDCAFEOUTLET
IMPS/439714150/IKEA,Shopping,IKEA
POS/RELIGARE HEALTH INSURANCE/351762154,Insurance,RELIGARE HEALTH INSURANCE
UPI/BIGBASKET/472352086,Shopping,BIGBASKET
AAKASH INSTITUTE SI,Education,AAKASH INSTITUTE
UPI/FAASOS/545492166,Food,FAASOS
NEFT CR-ATM WITHDRAWAL SBI-824960881,Cash,ATM WITHDRAWAL SBI
NEFT CR-PLAYSTATION STORE-457468907,Entertainment,PLAYSTATION STORE
UDEMY,Education,UDEMY
NEW INDIA ASSURANCE*928341906,Insurance,NEW INDIA ASSURANCE
EXCITEL BROADBAND*595299904,Utilities,EXCITEL BROADBAND
LIC POLICY RENEWAL*451103958,Insurance,LIC POLICY RENEWAL
NEFT CR-PHYSICS WALLAH-362332697,Education,PHYSICS WALLAH
POS/RTGS TRANSFER/885859825,Transfers,RTGS TRANSFER
IMPS/106718992/APOLLO PHARMACY,Health,APOLLO PHARMACY
NEFT DR-UBER,Transport,UBER
POS RTGS TRANSFER BANGALORE,Transfers,RTGS TRANSFER
NEFT DR-LIC JEEVAN ANAND,Insurance,LIC JEEVAN ANAND
UPI-ATM FEE CHARGE-423149526@okicici,Other,ATM FEE CHARGE
POS/ATM WITHDRAWAL SBI/303639134,Cash,ATM WITHDRAWAL SBI
POS/INDIAN RAILWAYS/659084094,Transport,INDIAN RAILWAYS
NEFT DR-ZOMATO HYPERPURE,Food,ZOMATO HYPERPURE
UPI-SALARY CREDIT-101278408@paytm,Income,SALARY CREDIT
IMPS/221042498/NETMEDS,Health,NETMEDS
STREAMING SERVICE INDIA,Entertainment,STREAMINGSERVICEINDIA
UPI-IRCTC-317496560@paytm,Transport,IRCTC
inox movies payment,Entertainment,INOX MOVIES
ACH DR-PG RENT PAYMENT,Rent,PG RENT PAYMENT
POS PAYTM MONEY MUMBAI,Investment,PAYTM MONEY
FASTAG RECHARGE SI,Transport,FASTAG RECHARGE
POS MISCELLANEOUS CHARGE MUMBAI,Other,MISCELLANEOUS CHARGE
NEFT CR-IMPS TRANSFER-638716005,Transfers,IMPS TRANSFER
BIL/RTGS TRANSFER/983601547,Transfers,RTGS TRANSFER
UPI-CAFE COFFEE DAY-697771523@okicici,Food,CAFE COFFEE DAY
NEFT CR-FASTAG RECHARGE-943825024,Transport,FASTAG RECHARGE
FAASOS PURCHASE 409011489,Food,FAASOS
UPI/FIITJEE/491569744,Education,FIITJEE
IMPS/778898633/TUITION FEES,Education,TUITION FEES
NEFT CR-BLINKIT-592949064,Shopping,BLINKIT
UPI/LINKEDIN PREMIUM/570858471,Subscriptions,LINKEDIN PREMIUM
NEFT CR-BARBEQUE NATION-251136695,Food,BARBEQUE NATION
MANIPAL HOSPITAL 13FEB,Health,MANIPAL HOSPITAL
POS/CULT FIT/988286002,Health,CULT FIT
UPI-CONCERT TICKET BOOKING-476405682@okhdfcbank,Entertainment,CONCERT TICKET BOOKING
POS HP PETROL PUMP BANGALORE,Transport,HP PETROL PUMP
MPL SPORTS GAMING,Entertainment,MPLSPORTSGAMING
NEFT DR-TORRENT POWER,Utilities,TORRENT POWER
JIOFIBER*337629854,Utilities,JIOFIBER
BIL/UBER/558914339,Transport,UBER
NEFT DR-MEESHO,Shopping,MEESHO
MOJO PIZZA*334978881,Food,MOJO PIZZA
POS/SHOPPERS STOP/623836867,Shopping,SHOPPERS STOP
NEFT CR-CONCERT TICKET BOOKING-265362816,Entertainment,CONCERT TICKET BOOKING
UPI/UBER/822313006,Transport,UBER
BARBEQUE NATION PURCHASE 902448600,Food,BARBEQUE NATION
NEFT CR-1MG-872459236,Health,1MG
Apollo Pharmacy,Health,APOLLO PHARMACY
POS RENT SPLIT TRANSFER CHENNAI,Transfers,RENT SPLIT TRANSFER
IMPS/178580033/LIC PREMIUM PAYMENT,Insurance,LIC PREMIUM PAYMENT
UPI/VEDANTU/467011417,Education,VEDANTU
NEFT CR-NAMMA METRO-466738585,Transport,NAMMA METRO
NATURAL ICE CREAM,Food,NATURALICECREAM
POS/CASH WITHDRAWAL AXIS BANK/828287674,Cash,CASH WITHDRAWAL AXIS BANK
POS COURSERA CHENNAI,Education,COURSERA
POS/SWIGGY INSTAMART/181600593,Food,SWIGGY INSTAMART
NEFT CR-SUBWAY-208337018,Food,SUBWAY
DIVIDEND CREDIT PURCHASE 847069786,Income,DIVIDEND CREDIT
BIL/NSDL DEPOSITORY/745407079,Investment,NSDL DEPOSITORY
MUTUAL FUND SIP PURCHASE 814477625,Investment,MUTUAL FUND SIP
SCHOOL FEES PAYMENT 20NOV,Education,SCHOOL FEES PAYMENT
ACH DR-CHEQUE BOUNCE CHARGE,Other,CHEQUE BOUNCE CHARGE
UPI-HALDIRAMS-301415220@okicici,Food,HALDIRAMS
IMPS/576912483/ATM WITHDRAWAL ICICI,Cash,ATM WITHDRAWAL ICICI
WHITEHAT JR 22NOV,Education,WHITEHAT JR
IMPS/253190896/BESCOM ELECTRICITY,Utilities,BESCOM ELECTRICITY
Salary Credit,Income,SALARY CREDIT
IMPS/884715085/TEMPLE DONATION,Other,TEMPLE DONATION
BIL/ACT FIBERNET BROADBAND/849098886,Utilities,ACT FIBERNET BROADBAND
BIL/ATM WITHDRAWAL SBI/724493515,Cash,ATM WITHDRAWAL SBI
UNACADEMY ONLINE PAYMENT,Education,UNACADEMY
VIDHYARTHI BHAVAN,Food,VIDHYARTHIBHAVAN
SAMSUNG INDIA PVT LTD,Shopping,SAMSUNGINDIAPVTLTD
ATM WDL RBL BANK,Cash,ATMWDLRBLBANK
POS DR LAL PATHLABS KOLKATA,Health,DR LAL PATHLABS
ICLOUD STORAGE ONLINE PAYMENT,Subscriptions,ICLOUD STORAGE
NEFT CR-ATM WITHDRAWAL HDFC-862342195,Cash,ATM WITHDRAWAL HDFC
BOOKMYSHOW*323248659,Entertainment,BOOKMYSHOW
BONUS CREDIT 04JUL,Income,BONUS CREDIT
DISNEY PLUS INDIA,Entertainment,DISNEYPLUSINDIA
NEFT DR-CASH WITHDRAWAL KOTAK,Cash,CASH WITHDRAWAL KOTAK
POS/BSNL/131672825,Utilities,BSNL
COMPANY SALARY NEFT CR,Income,COMPANYSALARYNEFTCR
NEFT CR-NYKAA-937009907,Shopping,NYKAA
POS/MISCELLANEOUS CHARGE/773358104,Other,MISCELLANEOUS CHARGE
INOX MOVIES*141284391,Entertainment,INOX MOVIES
TATA CLIQ 11NOV,Shopping,TATA CLIQ
BIL/PHARMEASY/393140634,Health,PHARMEASY
NEFT CR-GROWW-969997027,Investment,GROWW
ACH DR-FIITJEE,Education,FIITJEE
POS/NAMMA METRO/405051006,Transport,NAMMA METRO
SWIGGY INSTAMART GROCERY,Food,SWIGGY INSTAMART
MISCELLANEOUS CHARGE*193624982,Other,MISCELLANEOUS CHARGE
AMAZON ONLINE PAYMENT,Shopping,AMAZON
BIL/FLAT RENT TRANSFER/732790363,Rent,FLAT RENT TRANSFER
MAHANAGAR GAS ONLINE PAYMENT,Utilities,MAHANAGAR GAS
IMPS/995616775/FABINDIA,Shopping,FABINDIA
NEFT DR-AAKASH INSTITUTE,Education,AAKASH INSTITUTE
POS ICICI PRUDENTIAL LIFE CHENNAI,Insurance,ICICI PRUDENTIAL LIFE
BIL/MCDONALDS/930496866,Food,MCDONALDS
SHOPPERS STOP RETAIL,Shopping,SHOPPERS STOP
POS ICICI PRUDENTIAL LIFE HYDERABAD,Insurance,ICICI PRUDENTIAL LIFE
TOPPR EDUCATION APP,Education,TOPPREDUCATIONAPP
POS LIC PREMIUM PAYMENT CHENNAI,Insurance,LIC PREMIUM PAYMENT
UPI/CHAAYOS/755325292,Food,CHAAYOS
MXPLAYER SUBSCRIPTION,Entertainment,MXPLAYERSUBSCRIPTION
FLAT RENT TRANSFER ONLINE PAYMENT,Rent,FLAT RENT TRANSFER
TEMPLE DONATION*915112141,Other,TEMPLE DONATION
AMUSEMENT PARK TICKET*722381103,Entertainment,AMUSEMENT PARK TICKET
BIL/BESCOM ELECTRICITY/848321488,Utilities,BESCOM ELECTRICITY
BOOKMYSHOW 07NOV,Entertainment,BOOKMYSHOW
CAR INSURANCE RENEWAL,Insurance,CARINSURANCERENEWAL
udemy payment,Education,UDEMY
UDUPI RESTAURANT INDIA,Food,UDUPIRESTAURANTINDIA
NEFT DR-BLINKIT,Shopping,BLINKIT
NAMMA METRO*423769928,Transport,NAMMA METRO
NEFT CR-ADOBE CREATIVE CLOUD-611139557,Subscriptions,ADOBE CREATIVE CLOUD
IMPS/131290846/MUMBAI METRO,Transport,MUMBAI METRO
POS AMUSEMENT PARK TICKET BANGALORE,Entertainment,AMUSEMENT PARK TICKET
UPI/CASHBACK CREDIT/696331764,Income,CASHBACK CREDIT
IMPS/205867972/PLAYSTATION STORE,Entertainment,PLAYSTATION STORE
UPI/GROWW INVEST,Investment,GROWW
UPI-WATER BOARD BILL-553894576@okhdfcbank,Utilities,WATER BOARD BILL
BYJUS SI,Education,BYJUS
COMMERCIAL RENT SHOP,Rent,COMMERCIALRENTSHOP
UPI/BARBEQUE NATION/199915275,Food,BARBEQUE NATION
BIL/STANZA LIVING RENT/837036636,Rent,STANZA LIVING RENT
POS DELHI METRO KOLKATA,Transport,DELHI METRO
UPI/PARKING FEE/667836278,Transport,PARKING FEE
NEFT DR-LINKEDIN PREMIUM,Subscriptions,LINKEDIN PREMIUM
NEFT CR-ZERODHA KITE-380284707,Investment,ZERODHA KITE
UPI/PLAYSTATION STORE/458399824,Entertainment,PLAYSTATION STORE
UPI-HDFC LIFE INSURANCE-792525544@apl,Insurance,HDFC LIFE INSURANCE
FIITJEE 14OCT,Education,FIITJEE
CONSULTANCY FEE RECEIVED*236259676,Income,CONSULTANCY FEE RECEIVED
POS/BAJAJ ALLIANZ INSURANCE/713812213,Insurance,BAJAJ ALLIANZ INSURANCE
MALABAR GOLD,Shopping,MALABARGOLD
PLAYSTATION STORE SI,Entertainment,PLAYSTATION STORE
UPI/FIITJEE/787954347,Education,FIITJEE
EXCITEL BROADBAND*940323966,Utilities,EXCITEL BROADBAND
POS/INOX MOVIES/200061572,Entertainment,INOX MOVIES
LANGUAGE LEARNING APP,Education,LANGUAGELEARNINGAPP
BIL/SUBWAY/417335858,Food,SUBWAY
POS/BOOKMYSHOW/346430177,Entertainment,BOOKMYSHOW
ADANI ELECTRICITY PURCHASE 224221153,Utilities,ADANI ELECTRICITY
IMPS/638130888/NESTAWAY RENT,Rent,NESTAWAY RENT
BOUNCE SCOOTER SI,Transport,BOUNCE SCOOTER
REIMBURSEMENT CREDIT*922174127,Income,REIMBURSEMENT CREDIT
ONE TIME PAYMENT,Other,ONETIMEPAYMENT
mseb electricity payment,Utilities,MSEB ELECTRICITY
CASH WITHDRAWAL AXIS BANK PURCHASE 277968787,Cash,CASH WITHDRAWAL AXIS BANK
UPI-FUND TRANSFER SELF ACCOUNT-918284805@axl,Transfers,FUND TRANSFER SELF ACCOUNT
POS BANK SERVICE CHARGE BANGALORE,Other,BANK SERVICE CHARGE
POS/BOUNCE SCOOTER/248612097,Transport,BOUNCE SCOOTER
POS/TORRENT POWER/631529611,Utilities,TORRENT POWER
POS PAYROLL CREDIT MUMBAI,Income,PAYROLL CREDIT
JIO PREPAID RECHARGE,Utilities,JIO
SMS CHARGE 17JUL,Other,SMS CHARGE
POS ADOBE CREATIVE CLOUD MUMBAI,Subscriptions,ADOBE CREATIVE CLOUD
IMPS/138330751/NAMMA METRO,Transport,NAMMA METRO
FREELANCE PAYMENT RECEIVED PURCHASE 362284837,Income,FREELANCE PAYMENT RECEIVED
CANTEEN FOOD BILL,Food,CANTEENFOODBILL
UPI-NETMEDS-322500199@ybl,Health,NETMEDS
UPI/NGO DONATION/253206309,Other,NGO DONATION
ENTRANCE EXAM FEE,Education,ENTRANCEEXAMFEE
PHARMEASY PURCHASE 453208783,Health,PHARMEASY
starbucks payment,Food,STARBUCKS
UPI/REDBUS/899358066,Transport,REDBUS
UPI/FREELANCE PAYMENT RECEIVED/808660307,Income,FREELANCE PAYMENT RECEIVED
POS/MICROSOFT 365/853968049,Subscriptions,MICROSOFT 365
ICICI PRUDENTIAL LIFE 02MAR,Insurance,ICICI PRUDENTIAL LIFE
REFUND CREDIT,Income,REFUND CREDIT
ACH DR-KUVERA INVESTMENT,Investment,KUVERA INVESTMENT
ANNUAL MAINTENANCE CHARGE 27MAR,Other,ANNUAL MAINTENANCE CHARGE
IMPS/501967852/RTGS TRANSFER,Transfers,RTGS TRANSFER
PHARMEASY PURCHASE 352564677,Health,PHARMEASY
UPI-AXIS MUTUAL FUND-647007301@okicici,Investment,AXIS MUTUAL FUND
UPI/BSNL/590613316,Utilities,BSNL
UPI/BLINKIT/485753927,Shopping,BLINKIT
BIL/HALDIRAMS/662600500,Food,HALDIRAMS
NEFT CR-JIOCINEMA-163589383,Subscriptions,JIOCINEMA
UPI-CDM CASH DEPOSIT-252604094@paytm,Cash,CDM CASH DEPOSIT
IMPS/955648194/SPOTIFY,Subscriptions,SPOTIFY
DHABA 45 RESTAURANT,Food,DHABARESTAURANT
BIL/PIZZA HUT/192013357,Food,PIZZA HUT
EXCITEL BROADBAND PURCHASE 758609850,Utilities,EXCITEL BROADBAND
POS CULT FIT MUMBAI,Health,CULT FIT
IMPS/361230342/TATA AIA LIFE,Insurance,TATA AIA LIFE
POS/CONSULTANCY FEE RECEIVED/552351635,Income,CONSULTANCY FEE RECEIVED
POS INDANE GAS BOOKING KOLKATA,Utilities,INDANE GAS BOOKING
VISTARA ONLINE PAYMENT,Transport,VISTARA
NEFT CR-NEFT TRANSFER-314417818,Transfers,NEFT TRANSFER
POS/SMS CHARGE/541009421,Other,SMS CHARGE
IMPS/476236519/AAKASH INSTITUTE,Education,AAKASH INSTITUTE
UPI-LANDLORD PAYMENT-332686990@paytm,Rent,LANDLORD PAYMENT
IMPS/767324913/NESTAWAY RENT,Rent,NESTAWAY RENT
ATM DEBIT CASH,Cash,ATMDEBITCASH
MOJO PIZZA PURCHASE 886983862,Food,MOJO PIZZA
MSEB ELECTRICITY ONLINE PAYMENT,Utilities,MSEB ELECTRICITY
BIL/DOMINOS PIZZA/509760584,Food,DOMINOS PIZZA
UPI/SNAPDEAL/518224445,Shopping,SNAPDEAL
INTEREST CREDIT*805941341,Income,INTEREST CREDIT
NEFT CR-SNAPDEAL-338642889,Shopping,SNAPDEAL
UPI/RTGS TRANSFER/381616927,Transfers,RTGS TRANSFER
NEFT CR-AMAZON PRIME VIDEO-626010720,Subscriptions,AMAZON PRIME VIDEO
BIL/AJIO/977840731,Shopping,AJIO
NEFT CR-HOUSE RENT PAYMENT-411384221,Rent,HOUSE RENT PAYMENT
NEFT CR-STEAM GAMES PURCHASE-495815219,Entertainment,STEAM GAMES PURCHASE
PAYROLL CREDIT SI,Income,PAYROLL CREDIT
NEFT CR-ZOMATO HYPERPURE-884832186,Food,ZOMATO HYPERPURE
POS/AIR INDIA/525925819,Transport,AIR INDIA
BIL/FABINDIA/348215410,Shopping,FABINDIA
IMPS/281230224/PAYTM MONEY,Investment,PAYTM MONEY
UPI-ZOMATO HYPERPURE-857820386@paytm,Food,ZOMATO HYPERPURE
AMAZON PRIME ANNUAL,Entertainment,AMAZON
IMPS/624284242/1MG,Health,1MG
LOAN EMI DEBIT,Transfers,LOANEMIDEBIT
RECURRING TRANSFER,Transfers,RECURRINGTRANSFER
axis mutual fund payment,Investment,AXIS MUTUAL FUND
RTGS TRANSFER 21AUG,Transfers,RTGS TRANSFER
ICICI PRUDENTIAL LIFE SI,Insurance,ICICI PRUDENTIAL LIFE
CASH WITHDRAWAL KOTAK PURCHASE 390194673,Cash,CASH WITHDRAWAL KOTAK
POS THYROCARE DELHI,Health,THYROCARE
POS PLAYSTATION STORE DELHI,Entertainment,PLAYSTATION STORE
NEFT CR-ADANI ELECTRICITY-451237825,Utilities,ADANI ELECTRICITY
ATM CASH WITHDRAWAL,Cash,ATMCASHWITHDRAWAL
upstox payment,Investment,UPSTOX
AUDIBLE 21NOV,Subscriptions,AUDIBLE
SPOTIFY INDIA SUBSCRIPTION,Entertainment,SPOTIFY
IMPS/483739723/HP PETROL PUMP,Transport,HP PETROL PUMP
IMPS/717060322/YOUTUBE PREMIUM,Subscriptions,YOUTUBE PREMIUM
BARBEQUE NATION PURCHASE 907214179,Food,BARBEQUE NATION
POS/TATA AIA LIFE/501794646,Insurance,TATA AIA LIFE
UPI/FREELANCE PAYMENT RECEIVED/869003668,Income,FREELANCE PAYMENT RECEIVED
UPI-FUND TRANSFER SELF ACCOUNT-186094666@ybl,Transfers,FUND TRANSFER SELF ACCOUNT
POS CONCERT TICKET BOOKING CHENNAI,Entertainment,CONCERT TICKET BOOKING
IMPS/933512248/AMUSEMENT PARK TICKET,Entertainment,AMUSEMENT PARK TICKET
POS/GAMING ZONE/242408411,Entertainment,GAMING ZONE
NEFT CR-STARBUCKS-859317542,Food,STARBUCKS
POS/EXCITEL BROADBAND/339314901,Utilities,EXCITEL BROADBAND
POS/FUND TRANSFER SELF ACCOUNT/324379394,Transfers,FUND TRANSFER SELF ACCOUNT
TIMES OF INDIA DIGITAL,Subscriptions,TIMESOFINDIADIGITAL
NEFT DR-TATA CLIQ,Shopping,TATA CLIQ
MUMBAI METRO RAIL,Transport,MUMBAI METRO
ACCOUNT TO ACCOUNT,Transfers,ACCOUNTTOACCOUNT
NEFT CR-STARBUCKS-399496923,Food,STARBUCKS
UPI/REIMBURSEMENT CREDIT/127913919,Income,REIMBURSEMENT CREDIT
RELIGARE HEALTH INSURANCE PURCHASE 925818648,Insurance,RELIGARE HEALTH INSURANCE
GOOGLE ONE*937255462,Subscriptions,GOOGLE ONE
UPI-INTEREST CREDIT-793320994@axl,Income,INTEREST CREDIT
POS PVR CINEMAS BANGALORE,Entertainment,PVR CINEMAS
HOUSE RENT PAYMENT ONLINE PAYMENT,Rent,HOUSE RENT PAYMENT
CASH WITHDRAWAL KOTAK 10AUG,Cash,CASH WITHDRAWAL KOTAK
UPI-PVR CINEMAS-944118078@axl,Entertainment,PVR CINEMAS
NEFT DR-TUITION FEES,Education,TUITION FEES
POS/ZEPTO/757187708,Shopping,ZEPTO
IMPS/893260250/DELHI METRO,Transport,DELHI METRO
POS/FAMILY TRANSFER/293555261,Transfers,FAMILY TRANSFER
BIL/MISCELLANEOUS CHARGE/530448795,Other,MISCELLANEOUS CHARGE
IMPS/163960242/ZOLO STAYS RENT,Rent,ZOLO STAYS RENT
HEALTHIFYME 11SEP,Health,HEALTHIFYME
